word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
カラオケ,からおけ,名詞,卡拉OK,カラオケで歌う / カラオケを楽しむ / カラオケに行く,3,真题,否,彼はカラオケに行くと必ずこの歌を歌っていた。 / 花火やカラオケなど他の利用者や近隣の住民の方への迷惑となる行為は禁止です。,①卡拉OK（友達とカラオケに行く｜和朋友去卡拉OK）,边缘词
去年,きょねん,名詞,去年,去年の出来事 / 去年の夏 / 去年の経験,3,真题,否,去年のデータをくわしくぶんせきする / 鈴木選手は去年引退し、 家族で海外に移住したそうだ。,①去年（去年は楽しかった｜去年很快乐）,边缘词
現象,げんしょう,名詞,现象,現象が起こる / 現象を観察する / 現象について,3,真题,否,この現象は、これまでの理論では説明ができない。 / うな心理現象を 『ザイオンス効果』 と言います。,①现象（この現象は不思議です｜这个现象很奇怪）②情况（自然現象について学ぶ｜学习自然现象）,边缘词
理論,りろん,名詞,理论,理論を立てる / 理論がある / 理論に基づく,3,真题,否,この現象は、これまでの理論では説明ができない。 / 識や理論を加工した結果、 出てきているのです。,①理论（この理論は重要です｜这个理论很重要）②学说（彼の理論を支持する｜支持他的学说）,边缘词
細い,ほそい,形容詞,细,細い道 / 細い線 / 細い声,3,真题,否,そして、鳥の骨は細く、骨の中は / は、羽が膨らんでいるからで、本当はとても細い体をしています。,①细（彼女の指は細いです｜她的手指很细）②狭（道が細いです｜路很狭）,边缘词
今朝,けさ,名詞,今早,今朝のニュース / 今朝の出来事 / 今朝の天気,3,真题,否,今朝は寒くて、池がこおった。 / 今朝メールを確認いたしました。,①今早（今朝は寒かった｜今早很冷）,边缘词
思い浮かぶ,おもいうかぶ,動詞,想起,思い浮かぶアイデア / 思い浮かぶこと / 思い浮かぶ瞬間,3,真题,否,ものが思い浮かぶと思いますが、 大豆にもたくさん含まれていま / ろような話して聞かせているうちに、これまでと違った視点からの回答がらふと思い浮かんだのである。,①想起，浮现（何かが思い浮かびました｜想起了什么）②联想到，想到（いいアイデアが思い浮かんだ｜想到好主意）,边缘词
グラム,ぐらむ,名詞,克,グラムで測る / グラム単位 / グラムを計る,3,真题,否,すし1つのご飯の量が約 20 グラムで、 / 茶わん1杯分のご飯の量が約150グラムだとすると、 51。,①克，克拉（1グラムの重さ｜1克的重量）②克，单位（100グラムの砂糖｜100克的糖）,边缘词
冷たい,つめたい,形容詞,冷,冷たい水 / 冷たい風 / 冷たい手,3,真题,否,[21] あの人の冷たい態度には失望した。 / むしろ、 熱くした料理や、冷たくした料理を好みます。,①冷，凉（冷たい水です｜冷水）②冷漠，冷淡（冷たい態度を取る｜态度冷淡）,边缘词
マネージャー,まねーじゃー,名詞,经理,マネージャーに相談する / マネージャーがいる / マネージャーの役割,3,真题,否,マネージャーより能力の高いスタッフを集めるべきだ。 / マネージャーの能力を超えている仕事もスタッフにさせるべきだ。,①经理，管理者（彼はチームのマネージャーです｜他是团队经理）②负责人，主管（プロジェクトのマネージャー｜项目负责人）,边缘词
愉快,ゆかい,名詞,愉快,愉快な時間 / 愉快な気分 / 愉快な話,3,真题,否,高橋さんはとても愉快な人だ。 / 人を不愉快にさせないような表現をするべきだ。,①愉快，快乐（愉快な時間を過ごす｜度过愉快的时光）②轻松，舒适（愉快な気分になる｜心情愉快）,边缘词
葛藤,かっとう,名詞,冲突,葛藤がある / 葛藤を抱える / 葛藤を解決する,3,真题,否,(注)葛藤:ここでは、対立 / もちろん、相手も自分の気持ちや考えを表現してよいので、そこで葛藤(注)が起こることもありま,①冲突，矛盾（内心の葛藤を抱える｜内心的冲突）②斗争，挣扎（葛藤が続いている｜斗争仍在继续）,边缘词
伸び,のび,名詞,伸展,伸びがある / 伸びを感じる / 伸びを促す,3,真题,否,(注5) 伸びしろ: 伸びる可能性 / るので、いま以上の伸びしろ (注5)はそれほど大きくないからだ。,①伸展，增长（成長の伸びが早い｜成长很快）②延续，延长（時間の伸びを感じる｜感觉时间延长）,边缘词
もはや,もはや,副詞,已经,もはや無理 / もはや必要ない / もはや理解できない,3,真题,否,(注4)もはや : 今ではもう / そして(注6) もはやかなり前から警告されているとお,①已经，不再（もはや遅すぎる｜已经太晚了）②如今，现今（もはや必要ない｜如今不再需要）,边缘词
不便,ふべん,名詞,不便,不便を感じる / 不便な状況 / 不便を解消する,3,真题,否,ご不便をおかけしますが、 どうぞよろしくお願い申し上げます。 / したが、まだ昼食時に多くの人が利用できずに不便を感じています。,①不方便，不便捷（不便な場所に住んでいる｜住在不方便的地方）②麻烦，困难（不便な状況にある｜处于麻烦的情况）,边缘词
心地,ここち,名詞,心情,心地が良い / 心地を大切にする / 心地よい空間,3,真题,否,(注3)聞き心地:聞いたときの感じ / 小説を、このように構成するのだ、 そこが心地いい(注3) のだ、とわかることである。,①心情，心境（心地が良いです｜心情很好）②感觉，状态（心地よい風｜舒适的风）,边缘词
世,よ,名詞,世界,世の中 / 世が変わる / 世に出る,3,真题,否,世に読書嫌いと言われる子どもたちが多い。 / 自分が書いた作品に自信を持って、世に発表すること,①世界（例：この世は広い｜这个世界很大）②时代（例：新しい世が来る｜新时代来临）,边缘词
玉,たま,名詞,玉,玉を磨く / 玉が光る / 玉を集める,3,真题,否,ガラス棒を熱して溶かし、ガラス玉のペンダントを作ります。 / 玉が入っている容器には、 水入りのものと水なしのものが準備された。,①宝石（例：美しい玉｜美丽的宝石）②球体（例：玉を転がす｜滚动球体）,边缘词
ビデオ,びでお,名詞,视频,ビデオを見る / ビデオを撮る / ビデオを編集する,3,真题,否,自分のレースがビデオで取られていなかったこと / このビデオは長いので、一度に見ないで何回かに散らかして見よう。,①录像带（例：ビデオを見る｜看录像）②视频（例：ビデオを撮る｜拍视频）,边缘词
他社,たしゃ,名詞,其他公司,他社と競争する / 他社の製品 / 他社に依存する,3,真题,否,なのは他社との比較です。 / A社の製品は他社のものより品質が劣る。,①其他公司（例：他社と競争する｜与其他公司竞争）②外部公司（例：他社の製品｜外部公司的产品）,边缘词
入社,にゅうしゃ,名詞,入职,入社する / 入社式 / 入社の手続き,3,真题,否,A社の面接に合格したが、引退して別の会社に入社した。 / 一定の水準を満たした志願者全員が、入社できるわけではありません。,①加入公司（例：入社式がある｜有入职仪式）,边缘词
滑る,すべる,動詞,滑动,滑る道 / 滑るように / 滑る音,3,真题,否,「しわ」 / があっても滑るので、 滑り止めだと決めるにはまだ早い。,①滑动（例：氷が滑る｜冰面滑）②失误（例：言葉が滑る｜说错话）,边缘词
預ける,あずける,動詞,寄存,預ける場所 / 預けることができる / 預ける時間,3,真题,否,預けた服を取りに行けるのが / ご出発の三日前までにお荷物をお預けください。,①寄存（例：荷物を預ける｜寄存行李）②托付（例：子供を預ける｜托付孩子）,边缘词
在学,ざいがく,名詞,在校,在学中 / 在学の学生 / 在学証明書,3,真题,否,橋山大学 在学生へのお知らせ / 大学の在学証明書(入学予定者は合格通知書)のコピー,①在校（例：彼は在学中です｜他在校）,边缘词
語りかける,かたりかける,動詞,倾诉,語りかける相手 / 語りかけること / 語りかける声,3,真题,否,. 語りかけるようなスタイルで書く。 / そうして見ていくと、絵それ自体が何かを語りかけてくれる場合と、文を読んでからでなけ,①对话（例：彼に語りかける｜与他对话）②倾诉（例：心を語りかける｜倾诉心声）,边缘词
いわば,いわば,副詞,可以说,いわば友達 / いわば新しい挑戦 / いわば人生の一部,3,真题,否,オフラインの状態はいわば日常生活で、あまり新しいことを取り / いわば装飾的な (注3)働きしかしていない場合とが、 実にはっきりしてきま,①可以说（例：いわば友達です｜可以说是朋友）②换句话说（例：いわば新しい挑戦｜换句话说是新挑战）,边缘词
移し替える,うつしかえる,動詞,转移,移し替える作業 / 移し替えることができる / 移し替える際,3,真题,否,器に小さなガラス玉を入れ、 それを指でつかんで別の容器に移し替えるのにかかる時間を計る。 / まず水の有無について見てみると、 水入りの容器から移し替えるより、 水なしの容器から移し替える,①转移（例：データを移し替える｜转移数据）②替换（例：部品を移し替える｜替换部件）,边缘词
考え出す,かんがえだす,動詞,想出,考え出す方法 / 考え出すこと / 考え出す時間,3,真题,否,個々のニーズに合った団体旅行を考え出すこと / (注3)創意工夫する : 新しいアイデアを考え出す,①想出（例：新しいアイデアを考え出す｜想出新点子）②设计（例：計画を考え出す｜设计计划）,边缘词
はやる,はやる,動詞,流行,はやるトレンド / はやる音楽 / はやるファッション,3,真题,否,ファッション雑誌などを参考に、はやっているものを買う / . どのような飲み物が流行るかは、 人気のある雑誌の影響を受けること。,①流行（例：この服がはやる｜这衣服流行）②兴盛（例：ビジネスがはやる｜生意兴盛）,边缘词
似合う,にあう,動詞,适合,似合う服 / 似合う色 / 似合うスタイル,3,真题,否,でも、そうして選んだ服は本当に自分に似合っていますか。 / 分と全く同じ人間はいないのですから、似合う服も人それぞれです。,①合适（例：その服が似合う｜那件衣服合适）②相称（例：彼に似合う色｜适合他的颜色）,边缘词
前提,ぜんてい,名詞,前提,前提がある / 前提を確認する / 前提条件,3,真题,否,前提として深刻な課題であると思う。 / ことが重要な時代になってきたのだ。,①前提条件（例：前提を確認する｜确认前提）②假设（例：前提が必要だ｜需要假设）,边缘词
裕福,ゆうふく,形状詞,富裕,裕福な家庭 / 裕福な生活 / 裕福な人々,3,真题,否,逆にそのような裕福とか社 / と答える人もいるのだろう。,①富裕（例：裕福な家庭｜富裕家庭）②富有（例：裕福な生活｜富有的生活）,边缘词
受賞,じゅしょう,名詞,获奖,受賞する / 受賞の知らせ / 受賞歴,3,真题,否,受賞できるとは思わなかったので、すごくうれしいです。 / あの若さで金賞を受賞した伊藤さんは、本当に目上の人だと思う。,①获奖（例：賞を受賞する｜获得奖项）②领奖（例：受賞式に出る｜参加颁奖典礼）,边缘词
全面,ぜんめん,名詞,全面,全面に広がる / 全面を見渡す / 全面にわたる,3,真题,否,のは、アイデアを盗んだと / もちろん、 人の成功を見て、 それを全面的に 「真似る」,①全面的（例：全面的な見直し｜全面审查）②全方位（例：全面的な支援｜全方位支持）,边缘词
情景,じょうけい,名詞,场景,情景が浮かぶ / 情景を描く / 情景を思い出す,3,真题,否,. 美しい情景が目に浮かんだ。 / 情景や物体を眺める時、 人の判断はあまり変わらない。,①场景（例：美しい情景｜美丽的场景）②情境（例：情景を描写する｜描写情境）,边缘词
運送,うんそう,名詞,运输,運送業者 / 運送する / 運送の手配,3,真题,否,がご利用になれま / 運送会社にじょうきょうを聞く,①运输（例：荷物を運送する｜运输行李）②运送服务（例：運送業者に依頼する｜委托运输公司）,边缘词
傷つく,きずつく,動詞,受伤,傷つくことがある / 傷つく心 / 傷つく瞬間,3,真题,否,私たちの団体は、傷ついた動物をすくう活動をしています / 自分がかわいいのであり、傷つきたくないからなのだ>ということだろう。,①受伤（例：彼は怪我で傷ついた｜他受伤了）②心灵受创（例：彼女の言葉で傷ついた｜她的话让我受伤）,边缘词
省く,はぶく,動詞,省略,省くことができる / 省く手間 / 省く方法,3,真题,否,[10]時間がないので、詳しい説明ははぶきます。 / これらを計画的に組み立てれば、無駄も省け、時間的にも気持ちのうえでも 「ゆとり」 (注6)が生ま,①省略（例：無駄を省く｜省去浪费）②节省（例：時間を省く｜节省时间）,边缘词
調べ,しらべ,名詞,调查,調べを行う / 調べが必要 / 調べをまとめる,3,真题,否,利用者がグループで調べものをしていること / 図書館の資料を利用して調べものをしているようなので、注意することもできません。,①调查（例：情報を調べる｜调查信息）②检查（例：状況を調べる｜检查情况）,边缘词
対処,たいしょ,名詞,应对,対処する方法 / 対処が求められる / 対処に困る,3,真题,否,問題に取り組む経験を積むほど、問題に対処できるようになる / 一度きちんと解決をした人は、 同じ問題に遭遇したときに対処できる。,①应对（例：問題に対処する｜应对问题）②处理（例：事態に対処する｜处理事态）,边缘词
株式,かぶしき,名詞,股票,株式を購入する / 株式市場 / 株式の価値,3,真题,否,の回収・交換について / 三村株式会社製 「はさみ SB-A」,①股票（例：株式を購入する｜购买股票）②股份（例：株式市場｜股票市场）,边缘词
格段,かくだん,副詞,显著,格段に良くなる / 格段に進化する / 格段に変わる,3,真题,否,(注6)格段に:ここでは、大きく / インド)を身につけることで、自分で考え・調べ、自分で解決する能力は格段(注1)に高まります。,①显著（例：格段に良くなった｜显著改善）②特别（例：格段の違い｜特别的区别）,边缘词
話し合う,はなしあう,動詞,讨论,話し合う時間 / 話し合うことが大切 / 話し合う場,3,真题,否,法律が必要かどうかについてクラスで話し合うこと / クラスの問題について話し合い、必要なルールを決めること,①讨论（例：問題を話し合う｜讨论问题）②商量（例：意見を話し合う｜商量意见）,边缘词
民主,みんしゅ,名詞,民主,民主主義 / 民主的な / 民主の原則,3,真题,否,(注3)民主的に:ここでは、了解し合って / ことを話し合い、 みんなで民主的に (注3) ルールを作っていくこともまさに法教育の一つの姿です。,①民主（例：民主主義｜民主主义）②民众（例：民主の権利｜民众的权利）,边缘词
価,あたい,名詞,价值,価が高い / 価をつける / 価を見直す,3,真题,否,(注3) 尊敬に値する : 尊敬できる / 少なくとも、 自分の狭い体験のみによって価,①价值（例：価が高い｜价值很高）②价格（例：商品の価｜商品的价格）,边缘词
笑う,わらう,動詞,笑,笑うことが好き / 笑う声 / 笑う瞬間,3,真题,否,観客が泣いたり笑ったりする。 / 【49】 落語を聞いている間、 私はよく笑った。,①笑（例：彼は笑った｜他笑了）②嘲笑（例：彼女を笑う｜嘲笑她）,边缘词
まっすぐ,まっすぐ,形状詞,直,まっすぐ進む / まっすぐな道 / まっすぐな視線,3,真题,否,地図に頼らずにまっすぐに歩む人生 / な表現や文を使わずに自分の言葉で書けば、 思いが相手の心にまっすぐ届く。,①笔直，直接（まっすぐ行ってください｜请直走）②坦率，诚实（彼はまっすぐな人です｜他是个坦率的人）,边缘词
提,ひさげ,名詞,提议,提案をする / 提案に賛成する / 提案が受け入れられる,3,真题,否,パコさんが提(てい) 出 (しゅつ) しなければならないものは何か。 / .2月3日から2月28日の間に駐輪場センターに行き、申請書、 登録証を提出し、身分証明証を提,①提起，提出（問題を提起する｜提出问题）②提着，携带（荷物を提げる｜提着行李）,边缘词
配,はい,名詞,分配,配分を決める / 配分に関する問題 / 配分が不均等,3,真题,否,しょくば体験の予定表を配(くば) る / 配套㻂解課程清在CCtal k搜索:柎先生日語№,①分配，配给（食事を配る｜分配食物）②配合，搭配（色を配る｜搭配颜色）,边缘词
遠回り,とおまわり,名詞,绕远,遠回りをする / 遠回りに行く / 遠回りが必要,3,真题,否,見たいと思っていた風景を遠回りせずに見に行ける点 / . 自分に合ったやりたいことを探すには、遠回りをしてもいい。,①绕远，迂回（遠回りして帰る｜绕远回家）②冤屈，曲折（遠回りの人生｜曲折的人生）,边缘词
油分,ゆぶん,名詞,油分,油分が多い / 油分を含む / 油分が少ない,3,真题,否,この水が、 色鉛筆の芯の油分 / 黒鉛が油分と同じ働きをしていたから,①油脂，油量（油分が多い｜油脂含量高）②油腻，油腻感（油分が少ない｜油腻感少）,边缘词
毎朝,まいあさ,名詞,每天早上,毎朝起きる / 毎朝運動する / 毎朝食べる,3,真题,否,毎朝天気予報をチェックしている人も多いだろう。 / 健康のため、 毎朝 0分体操することを日課にしている,①每天早上（毎朝ジョギングする｜每天早上慢跑）,边缘词
次回,じかい,名詞,下次,次回の会議 / 次回に期待する / 次回の予定,3,真题,否,次回の予約ができるのは、予約した回が終了した後 / 次回のセミナーの開催日はまだ鮮明に決まっていない,①下次，下一次（次回お会いしましょう｜下次见）,边缘词
舗装,ほそう,名詞,铺装,舗装が新しい / 舗装をする / 舗装が必要,3,真题,否,高速道路で雨の日に事故が多かった地点も、この舗装にした後、 雨の日の事故が / いることは 51 道路表面に小さな無数の穴があり、水が舗装の下に抜けるという仕組,①铺设，铺路（道路を舗装する｜铺设道路）②硬化，整修（舗装が新しい｜新铺的路）,边缘词
氷,こおり,名詞,冰,氷が溶ける / 氷を作る / 氷が冷たい,3,真题,否,、寒い地域では雪や氷が原因でスリップ事故が多発する。 / に埋め込み、 車の重さで道路をわずかに変形させて雪や氷を砕く。,①冰块，冰（氷を入れてください｜请加冰块）②冰冷，寒冷（氷のように冷たい｜冷得像冰）,边缘词
日数,にっすう,名詞,天数,日数がかかる / 日数を数える / 日数が短い,3,真题,否,ご旅行先や日数に合わせて、お好きな / .宿泊先は変えずに、出発日と日数を変更してほしい。,①天数，日程（日数が足りない｜天数不够）②时间，期间（旅行の日数｜旅行的时间）,边缘词
意志,いし,名詞,意志,意志を持つ / 意志が強い / 意志を示す,3,真题,否,は相当に大事な要素となる。 / 他者に意志を伝えるとき、「高さ」,①意志力（彼は強い意志を持っている｜他有强烈的意志）②决心（彼女は意志を固めた｜她下定决心）,边缘词
やみくも,やみくも,形状詞,盲目,やみくもに進む / やみくもに探す / やみくもに行動する,3,真题,否,そこらを汚す」 / といって、子供の遊びをやみくもに禁じてしまわないこと,①盲目（やみくもに走った｜盲目地跑）②无目的（やみくもに探した｜盲目寻找）,边缘词
警察,けいさつ,名詞,警察,警察が出動する / 警察に通報する / 警察が捜査する,3,真题,否,これは政治家、警察官、医 / けいさつしょに問い合わせる,①执法机关（警察が来た｜警察来了）②警察人员（警察が捜査中｜警察在调查）,边缘词
領域,りょういき,名詞,领域,領域を広げる / 領域に入る / 領域が異なる,3,真题,否,評価の高い同僚は、 あなたとは強みも活躍する領域 (注5) / れるようになると、子どもに頼り、子どもに任せる領域がどんどんと減ってくる。,①领域（彼は科学の領域で働いている｜他在科学领域工作）②范围（この領域は広い｜这个范围很广）,边缘词
確率,かくりつ,名詞,概率,確率が高い / 確率を計算する / 確率が低い,3,真题,否,(注6)確率する : ここでは、しっかり持つ / それでも、同じような時期に生まれ、 自分の得意分野を確率し(注6)、 頭角を,①概率（成功の確率は高い｜成功的概率很高）②可能性（それは低い確率だ｜这可能性很低）,边缘词
分間,ぶんけん,名詞,分钟,分間に何回 / 分間を測る / 分間が経過する,3,真题,否,(試験時間: 105分間),①每分钟（分間に10回｜每分钟10次）②时间单位（1分間待って｜等1分钟）,边缘词
容易,ようい,形状詞,容易,容易に理解する / 容易に達成する / 容易に手に入る,3,真题,否,そういう部下は、手間はかかるかもしれないが、 少し手を差し伸べれば、 2~3割は容易 / し、光の当たらない場所でタネが発芽すれば、発芽した芽生えがどんな運命をたどるかは、容易に想像,①简单（この問題は容易だ｜这个问题简单）②容易做到（容易に解決できる｜容易解决）,边缘词
腹,はら,名詞,肚子,腹が減る / 腹を壊す / 腹が痛い,3,真题,否,(注4)憤慨を覚える:腹が立 / ありますし、恥ずかしいこと、淋しいこと、 腹が立つことはあります。,①肚子（腹がすいた｜肚子饿了）②腹部（腹が痛い｜肚子疼）,边缘词
物資,ぶっし,名詞,物资,物資を供給する / 物資が不足する / 物資を分配する,3,真题,否,培や物資の生産を始めた。 / 人口が増えれば、 必要とされる食物や生活物資の量も増える。,①物资（物資が不足している｜物资不足）②资源（物資を供給する｜提供物资）,边缘词
考試,こうし,名詞,考试,考試を受ける / 考試の結果 / 考試が難しい,3,真题,否,年7月日語能力考試 N2真題答案 / 年12月日語能力考試 N2真題答案,①考试（明日、考試がある｜明天有考试）,边缘词
題,だい,名詞,题目,題を考える / 題が決まる / 題に答える,3,真题,否,年7月日語能力考試 N2真題答案 / 年12月日語能力考試 N2真題答案,①题目（例：この題は難しい。｜这个题目难）②主题（例：この題について話しましょう。｜我们谈谈这个主题）,边缘词
答案,とうあん,名詞,答案,答案を提出する / 答案が正しい / 答案を確認する,3,真题,否,年7月日語能力考試 N2真題答案 / 年12月日語能力考試 N2真題答案,①答案（例：彼の答案は完璧だ。｜他的答案很完美）②解答（例：問題の答案を提出した。｜提交了问题的解答）,边缘词
立派,りっぱ,形状詞,出色,立派な建物 / 立派な業績 / 立派な人,3,真题,否,. 本当の知識を得るには、 役立つ本や立派な話に接するべきだ。 / どんなに立派な話を聞いても、どんなに役立つ本を読んでも、その考えやアイデアは、 あなたのものに,①出色（例：彼は立派な人だ。｜他是个出色的人）②壮丽（例：立派な建物がある。｜有壮丽的建筑）,边缘词
芽生える,めばえる,動詞,萌芽,芽生える時期 / 芽生える可能性 / 芽生える植物,3,真题,否,このやり方でいいのだという自信が芽生えてくる。 / (注4)自我が芽生える : ここでは、自分の考えが生まれる,①萌芽（例：新しいアイデアが芽生えた。｜新想法萌芽了）②开始生长（例：花が芽生えた。｜花开始生长了）,边缘词
象徴,しょうちょう,名詞,象征,象徴となる / 象徴を持つ / 象徴が示す,3,真题,否,―などはその象徴的な行動です。 / しかし、幼児期になり、象徴的思考ができるようになる,①象征（例：この花は愛の象徴だ。｜这朵花象征着爱）②标志（例：自由の象徴として知られる。｜被称为自由的标志）,边缘词
乳児,にゅうじ,名詞,婴儿,乳児を抱く / 乳児が泣く / 乳児の世話,3,真题,否,乳児(注6)期には、「目の前に / (注 [6)]乳児:1 歳ごろまでの子供,①婴儿（例：乳児はよく泣く。｜婴儿常常哭）②小孩（例：乳児の世話は大変だ。｜照顾婴儿很辛苦）,边缘词
会館,かいかん,名詞,会馆,会館で会う / 会館を利用する / 会館がある,3,真题,否,に参加し / [19] 時から 場所:朝田市民文化会館3階研修室,①会馆（例：会館で会議がある。｜会馆里有会议）②集会所（例：地域の会館を利用する。｜利用社区的集会所）,边缘词
たくわえる,たくわえる,動詞,储存,たくわえる資源 / たくわえる時間 / たくわえる食料,3,真题,否,食べ物と飲み物を十分にたくわえる。 / 果実が大きくなれば、甘みや旨みを蓄えることができるから,①储存（例：食料をたくわえる。｜储存食物）②积累（例：知識をたくわえる。｜积累知识）,边缘词
こうしょう,こうしよう,名詞,交涉,こうしょうを行う / こうしょうが成立する / こうしょうに参加する,3,真题,否,こうしょうを通して、 何が学べるか。 / 理想的なこうしょうとは、どういうものか。,①交渉（例：契約のこうしょうをする。｜进行合同的交涉）②交涉（例：問題のこうしょうが必要だ。｜需要对问题进行交涉）,边缘词
自治,じち,名詞,自主管理,自治を行う / 自治が必要 / 自治を尊重する,3,真题,否,別の自治体で大会を行うべきだ / イベントを企画する自治体なども48,①自治（例：この地域は自治がある。｜这个地区有自治）②自我管理（例：自治を尊重する。｜尊重自我管理）,边缘词
丈夫,じょうぶ,形状詞,坚固,丈夫な材料 / 丈夫な構造 / 丈夫な製品,3,真题,否,また、丈夫で傷みにくいという利点を生かして美術作品などの修理 / . 木の皮を取り除いた幹の部分を原料とし、丈夫で破れにくい。,①结实耐用（このバッグは丈夫です｜这个包很结实）②健康强壮（彼は丈夫な体を持っています｜他身体健康）,边缘词
早く,はやい,名詞,快,早く起きる / 早く行く / 早く終わる,3,真题,否,とにかく早くから決断するクセを / 早くから一つのスポーツを集中的に練習させる,①快点（早く来てください｜请快点来）②早（早く寝る時間です｜该早睡了）,边缘词
知り合う,しりあう,動詞,相识,知り合うきっかけ / 知り合う機会 / 知り合う人,3,真题,否,さまざまな世代の人と知り合えるから / ほかのほご箸と知り合うことができる,①相识（彼と知り合うのは楽しい｜认识他很开心）②认识（新しい友達と知り合う｜和新朋友相识）,边缘词
本能,ほんのう,名詞,本能,本能に従う / 本能が働く / 本能を感じる,3,真题,否,動物は皆、本能にもとづいて習慣的に行動します。 / (注 1)本能: ここでは、生まれつき持っている性質,①本能（動物の本能について｜关于动物的本能）②自然反应（本能的に逃げた｜本能地逃跑）,边缘词
適度,てきど,形状詞,适度,適度な運動 / 適度な量 / 適度な温度,3,真题,否,(注2)ほどほどに:適度に / . 周りの人との適度な距離を保つ。,①适度（適度な運動が大切です｜适度运动很重要）②适量（適度な食事を心がける｜注意适量饮食）,边缘词
食材,しょくざい,名詞,食材,食材を選ぶ / 食材が新鮮 / 食材を準備する,3,真题,否,から、多様な食材を食べる経験を積む必要があると考える。 / 自身がさまざまな食材を受容できる (注4) 環境をつくることが大切である。,①食材（新鮮な食材を使う｜使用新鲜食材）②烹饪材料（食材を買いに行く｜去买烹饪材料）,边缘词
ほどほど,ほどほど,名詞,适中,ほどほどにする / ほどほどの量 / ほどほどに楽しむ,3,真题,否,(注2)ほどほどに:適度に / 動や規則的な生活など、 ほどほどのストレスは大切だ。,①适度（ほどほどに楽しむ｜适度享受）②不过分（ほどほどに食べる｜吃得不过分）,边缘词
傾ける,かたむける,動詞,倾斜,傾ける力 / 傾ける角度 / 傾ける必要,3,真题,否,という問いへの子どもの答えにもっと耳を傾け、 深く掘り下げて語り合いましょう。 / に心を傾けて聞くことを基本に、香りを聞きながら古典文学を鑑賞したり、 どれがどの,①倾斜（頭を傾ける｜倾斜头）②倾注（心を傾ける｜倾注心力）,边缘词
構図,こうず,名詞,构图,構図を考える / 構図が美しい / 構図を決める,3,真题,否,(注2) 構図 : ここでは、とらえ方 / では、そうした別の構図をもたらす (注4) 新たな視点は、いったいどこからやってくるのか。,①构图（この写真の構図が好きです｜我喜欢这张照片的构图）②布局（構図を考える｜考虑布局）,边缘词
つぶやき,つぶやき,名詞,低语,つぶやきが聞こえる / つぶやきに反応する / つぶやきをする,3,真题,否,もが語る「夢」 / T 男のつぶやきを聞き、自信,①低声说（彼はつぶやいた｜他低声说）②轻声自语（つぶやきが聞こえた｜听到轻声自语）,边缘词
制服,せいふく,名詞,制服,制服を着る / 制服が必要 / 制服がある,3,真题,否,制服を着てしまうと組織の一員となって個人は消える。 / しかし一日の三分の一は仕事をしているわけですから、 その時間を制服のよ,①制服（学生の制服です｜学生的制服）②制服（警察の制服｜警察的制服）,边缘词
放棄,ほうき,名詞,放弃,放棄する権利 / 放棄が認められる / 放棄を決める,3,真题,否,個人の放棄は責任の放棄ともたやすく繋がります。 / 消してうわべの職業声で話すことは、 厳しい見方をすれば、 人間対人間の場面で、個人を放棄している,①放弃（権利を放棄する｜放弃权利）②放弃（計画を放棄した｜放弃计划）,边缘词
全域,ぜんいき,名詞,全域,全域をカバーする / 全域が対象 / 全域に広がる,3,真题,否,朝春町全域、 千京町3丁目~6丁目 / 岩町長全域、 緑町全域、 花守町1丁目5丁目,①全域（全域に影響する｜影响全域）②全域（全域を対象に｜以全域为对象）,边缘词
否応,いやおう,名詞,无论,否応なく受け入れる / 否応なく参加する / 否応なく決まる,3,真题,否,(注5)否応なく嫌でも嫌でなくても / 私たちの人生に否応なく割り込んできてしまう。,①不情愿（否応なく参加する｜不情愿地参加）②不情愿（否応なしに決定する｜不情愿地决定）,边缘词
カーテン,かーてん,名詞,窗帘,カーテンを閉める / カーテンが揺れる / カーテンを開ける,3,真题,否,台所のカーテンにストーブの火が燃え移ったこと / 居間のカーテンにストーブの火が燃え移ったこと,①窗帘（カーテンを閉める｜关上窗帘）②帷幕（カーテンを開ける｜打开帷幕）,边缘词
腰痛,ようつう,名詞,腰痛,腰痛がひどい / 腰痛を和らげる / 腰痛が治る,3,真题,否,腰への負担も大きくなり、 それが腰痛につながります。 / 座りっぱなしを避け、時々立って体を動かすことは、気軽にできる腰痛,①腰痛（腰痛がひどい｜腰痛很严重）②腰痛（腰痛を治す｜治疗腰痛）,边缘词
完了,かんりょう,名詞,完成,完了する手続き / 完了が早い / 完了を確認する,3,真题,否,6月5日に画面と電源の修理は完了するが、いつ受け取りに来るか。 / 画面の修理は6月5日に完了しますので、電源の修理を希望されない場合には、予定ど,①完成（作業が完了した｜工作完成了）②结束（プロジェクトが完了｜项目结束）,边缘词
旧,きゅう,名詞,旧,旧友に会う / 旧式のもの / 旧い習慣,3,真题,否,.旧モデルと新モデルの相違点をまとめた資料を作成する。 / . 旧モデルのこれまでの販売実績が分かる資料を作成する。,①旧（旧友に会う｜见到旧友）②旧（旧式の機械｜旧式机器）,边缘词
読み物,よみもの,名詞,读物,読み物を選ぶ / 読み物が面白い / 読み物を読む,3,真题,否,小説や読み物はそのようなのだ。 / . 最初は読み物よりもカタログなどを読めばいい。,①读物（面白い読み物｜有趣的读物）②读物（読み物を楽しむ｜享受读物）,边缘词
